Atom count,Canonical SMILES,Connection IDs,Enriched SMILES,Coordination environment
17,[C]C1C=CCNC1(S)S,"[0, 8]",SC12NCC=CC1C=[Be]->[Ir]<-S2,"['Be([C])', 'S([C])']"
17,C[C]Nc1ccccn1,"[1, 8]",CC1=[Be]->[Ir]<-n2ccccc2N1,"['Be([C])', 'N([C])([C])']"
18,NC1NC(=S)C(=S)NC1N,"[4, 6]",NC1NC2=S->[Ir]<-S=C2NC1N,"['S([C])', 'S([C])']"
18,C[S+]([O-])C(CN)C(=O)O,"[1, 5]",C[S+]1([O-])->[Ir]<-NCC1C(=O)O,"['N([C])', 'S([C])([O])([C])']"
18,CSC(C)=C(C)N,"[1, 6]",CC1=C(C)S(C)->[Ir]<-N1,"['N([C])', 'S([C])([C])']"
18,C=C(C=N)c1nc(N)c[nH]1,"[3, 5]",C=C1C=N->[Ir]<-n2c(N)c[nH]c21,"['N([C])', 'N([C])([C])']"
18,NC1CNCCN1,"[3, 6]",NC1CN2->[Ir]<-N1CC2,"['N([C])([C])', 'N([C])([C])']"
18,CNc1cccnc1N,"[1, 8]",CN1->[Ir]<-Nc2ncccc21,"['N([C])', 'N([C])([C])']"
18,CN(C)C(S)CS,"[1, 6]",CN1(C)->[Ir]<-SCC1S,"['N([C])([C])([C])', 'S([C])']"
18,NC(N)c1ccccn1,"[2, 8]",NC1N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
18,N=C(C(=O)O)c1ccccc1,"[0, 3]",OC1=O->[Ir]<-N=C1c1ccccc1,"['N([C])', 'O([C])']"
18,N=C(O)C(=O)c1ccccc1,"[0, 4]",OC1=N->[Ir]<-O=C1c1ccccc1,"['N([C])', 'O([C])']"
18,C1=NSC(c2ccccn2)N1,"[9, 10]",C1=NSC2c3ccccn3->[Ir]<-N12,"['N([C])([C])', 'N([C])([C])']"
18,CCN1CCC(=S)C1=S,"[6, 8]",CCN1CCC2=S->[Ir]<-S=C21,"['S([C])', 'S([C])']"
18,OC1C(=S)C(=S)c2ccccc21,"[3, 5]",OC1C2=S->[Ir]<-S=C2c2ccccc21,"['S([C])', 'S([C])']"
18,N=CC(O)n1cnc(N)c1,"[0, 4]",Nc1cn2(->[Ir]<-N=CC2O)cn1,"['N([C])', 'N([C])([C])([C])']"
18,CC(C)=NN(C)C=S,"[3, 7]",CC(C)=N1->[Ir]<-S=CN1C,"['N([C])([N])', 'S([C])']"
18,c1ccc(-c2c[nH]cn2)nc1,"[8, 9]",c1ccn2->[Ir]<-n3c[nH]cc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
18,c1ccc(-c2ccn[nH]2)nc1,"[8, 9]",c1ccn2->[Ir]<-[nH]3nccc3-c2c1,"['N([C])([C])', 'N([N])([C])']"
18,[C]1NC=CN1c1ccccn1,"[0, 9]",[Be]1->[Ir]<-n2ccccc2N2C=CNC=12,"['Be([C])', 'N([C])([C])']"
18,NCC(=O)c1ccccn1,"[3, 9]",NCC1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']"
18,NCc1ccccc1O,"[0, 8]",c1ccc2c(c1)CN->[Ir]<-O2,"['N([C])', 'O([C])']"
18,NCCNCC(=O)O,"[0, 3]",O=C(O)CN1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
18,C1=NCC(c2ccccn2)=N1,"[9, 10]",C1=NCC2=N1->[Ir]<-n1ccccc12,"['N([C])([C])', 'N([C])([C])']"
18,NC(P)c1ccccn1,"[0, 8]",PC1N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
18,Cc1cc(C)n(C(O)=S)n1,"[8, 9]",Cc1cc(C)n2->[Ir]<-S=C(O)n12,"['N([C])([N])', 'S([C])']"
18,NCCNCC(F)Cl,"[0, 3]",FC(Cl)CN1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
18,Cc1cccc(CN=O)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-N(=O)C2,"['N([C])([C])', 'N([O])([C])']"
18,O=CNC(Cl)c1ccccn1,"[0, 10]",ClC1NC=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']"
18,[C]NC(=N)CN(C)C,"[0, 5]",CN1(C)->[Ir]<-[Be]=CNC(=N)C1,"['Be([C])', 'N([C])([C])([C])']"
18,CC(O)(CN)CO,"[2, 4]",CC1(CO)CN->[Ir]<-O1,"['N([C])', 'O([C])']"
18,[O-][N+](=Cc1ccccn1)C(F)(F)F,"[0, 8]",FC(F)(F)[N+]1=Cc2ccccn2->[Ir]<-[O-]1,"['N([C])([C])', 'O([N])']"
18,NC(S)c1ncccc1S,"[0, 9]",SC1N->[Ir]<-Sc2cccnc21,"['N([C])', 'S([C])']"
18,C[Se]CC(Br)C(N)[SeH],"[1, 7]",C[Se]1->[Ir]<-[SeH]C(N)C(Br)C1,"['Se([C])', 'Se([C])([C])']"
18,[C]N(C)N[C]N(C)C,"[0, 4]",CN1C=[Be]->[Ir]<-[Be]=C(N(C)C)N1,"['Be([C])', 'Be([C])']"
18,COc1ccccc1P,"[1, 8]",CO1->[Ir]<-Pc2ccccc21,"['O([C])([C])', 'P([C])']"
18,N=C(NN)c1ccncc1,"[0, 3]",c1cc(C2=N->[Ir]<-NN2)ccn1,"['N([C])', 'N([N])']"
18,NC(O)c1cccc[n+]1[O-],"[0, 8]",[O-][n+]12->[Ir]<-NC(O)c1cccc2,"['N([C])', 'N([O])([C])([C])']"
18,CN=Nc1cccc(N)n1,"[1, 9]",CN1->[Ir]<-n2c(N)cccc2N=1,"['N([C])([C])', 'N([C])([N])']"
18,CC(=O)c1ccc(N=N)nc1,"[8, 9]",CC(=O)c1ccc2n(->[Ir]<-N=N2)c1,"['N([C])([C])', 'N([N])']"
18,Cc1cccc(C(=N)O)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-N=C2O,"['N([C])', 'N([C])([C])']"
18,[NH3+]C(=[NH+][O-])c1ccccn1,"[3, 9]",[NH3+]C1=[NH+][O-]->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([N])']"
18,CC(N)(CO)CO,"[2, 6]",CC1(CO)CO->[Ir]<-N1,"['N([C])', 'O([C])']"
18,CCSC(C)=CN,"[2, 6]",CCS1->[Ir]<-NC=C1C,"['N([C])', 'S([C])([C])']"
18,N=CC1(N)CC(Cl)=CC=N1,"[0, 3]",ClC1=CC=NC2(C=N->[Ir]<-N2)C1,"['N([C])', 'N([C])']"
18,N=CC1(N)C=CC=NC1Cl,"[0, 3]",ClC1N=CC=CC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
18,NC1C=CC=CC1(O)N=O,"[0, 8]",O=N1->[Ir]<-NC2C=CC=CC21O,"['N([C])', 'N([O])([C])']"
18,CC(=O)c1cccc(N=N)n1,"[9, 10]",CC(=O)c1cccc2n1->[Ir]<-N=N2,"['N([C])([C])', 'N([N])']"
18,[C]NCC(=N)N(C)C,"[0, 5]",CN1(C)->[Ir]<-[Be]=CNCC1=N,"['Be([C])', 'N([C])([C])([C])']"
18,COCc1ccccn1,"[1, 8]",CO1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'O([C])([C])']"
18,CCSC=C(C)N,"[2, 6]",CCS1->[Ir]<-NC(C)=C1,"['N([C])', 'S([C])([C])']"
18,S=C1SC(=C2C=CC=CN2)SC1=S,"[0, 12]",C1=CNC(=C2SC3=S->[Ir]<-S=C3S2)C=C1,"['S([C])', 'S([C])']"
18,Nc1ccncc1C(S)S,"[0, 9]",SC1S->[Ir]<-Nc2ccncc21,"['N([C])', 'S([C])']"
18,CC(=NO)c1cccc(Cl)n1,"[2, 10]",CC1=N(O)->[Ir]<-n2c(Cl)cccc21,"['N([C])([C])', 'N([C])([O])']"
18,NCC(S)C(S)C(=O)O,"[0, 5]",O=C(O)C1S->[Ir]<-NCC1S,"['N([C])', 'S([C])']"
18,CN=C1C=CCC(Cl)C1=O,"[1, 9]",CN1->[Ir]<-O=C2C=1C=CCC2Cl,"['N([C])([C])', 'O([C])']"
18,N=C1C=CC=CC1(O)NO,"[0, 8]",ON1->[Ir]<-N=C2C=CC=CC21O,"['N([C])', 'N([O])([C])']"
18,CNc1ccnc(N)c1,"[5, 7]",CNc1ccn2->[Ir]<-Nc2c1,"['N([C])', 'N([C])([C])']"
18,N=C1CCCCC1=N,"[0, 7]",C1CCC2=N->[Ir]<-N=C2C1,"['N([C])', 'N([C])']"
18,NCC(C(=O)O)C([SeH])[SeH],"[0, 7]",O=C(O)C1CN->[Ir]<-[SeH]C1[SeH],"['N([C])', 'Se([C])']"
18,CC(=N)N1[C]N(C)C=C1,"[2, 4]",CC1=N->[Ir]<-[Be]=C2N(C)C=CN21,"['Be([C])', 'N([C])']"
18,CC(N)=CSCCBr,"[2, 4]",CC1=CS(CCBr)->[Ir]<-N1,"['N([C])', 'S([C])([C])']"
18,C1=C=CC(c2ccccn2)=NC=1,"[9, 10]",C1=C=CN2->[Ir]<-n3ccccc3C=2C=1,"['N([C])([C])', 'N([C])([C])']"
18,O=C1NC(=O)c2ccccc2C1=O,"[0, 12]",O=c1[nH]c2c(c3ccccc13)=O->[Ir]<-O=2,"['O([C])', 'O([C])']"
18,N=CC12CN=CN1C=NC2,"[0, 6]",C1=NCC23C=N->[Ir]<-N12C=NC3,"['N([C])', 'N([C])([C])([C])']"
18,CN=C(C)c1ncc[nH]1,"[1, 5]",CC1=N(C)->[Ir]<-n2cc[nH]c21,"['N([C])([C])', 'N([C])([C])']"
18,N=CC1(N)C=CC(Cl)=NC1,"[0, 3]",ClC1=NCC2(C=C1)C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
18,N=CC(O)n1cncc1N,"[0, 4]",Nc1cncn12->[Ir]<-N=CC2O,"['N([C])', 'N([C])([C])([C])']"
18,C=C(C)SC(S)CS,"[3, 7]",C=C(C)S1->[Ir]<-SCC1S,"['S([C])', 'S([C])([C])']"
18,NC1(S)NCCC1S,"[0, 7]",SC12NCCC1S->[Ir]<-N2,"['N([C])', 'S([C])']"
18,C=C(C)NC(=O)CN,"[5, 7]",C=C(C)NC1=O->[Ir]<-NC1,"['N([C])', 'O([C])']"
18,Cc1cccc(CO)n1,"[7, 8]",Cc1cccc2n1->[Ir]<-OC2,"['N([C])([C])', 'O([C])']"
18,Cc1cc(C)n(C(=S)S)n1,"[7, 9]",Cc1cc(C)n2->[Ir]<-S=C(S)n12,"['N([C])([N])', 'S([C])']"
18,CNc1cnccc1N,"[1, 8]",CN1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
18,C=C(C=O)C(=O)N(C)C,"[3, 5]",C=C1C=O->[Ir]<-O=C1N(C)C,"['O([C])', 'O([C])']"
18,C[S+]([O-])c1ccncc1N,"[1, 9]",C[S+]1([O-])->[Ir]<-Nc2cnccc21,"['N([C])', 'S([C])([O])([C])']"
18,N#CCN=Cc1ccccn1,"[3, 10]",N#CCN1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
18,CC(C)N=C(N)P,"[3, 6]",CC(C)N1->[Ir]<-PC=1N,"['N([C])([C])', 'P([C])']"
18,NCCSCCO,"[0, 3]",OCCS1->[Ir]<-NCC1,"['N([C])', 'S([C])([C])']"
18,CC(=O)c1ccnc(N=N)c1,"[6, 9]",CC(=O)c1ccn2->[Ir]<-N=Nc2c1,"['N([C])([C])', 'N([N])']"
18,CN=C(C)NC(=N)N,"[1, 6]",CC1=N(C)->[Ir]<-N=C(N)N1,"['N([C])', 'N([C])([C])']"
18,NC(S)C(CS)C(=O)O,"[0, 5]",O=C(O)C1CS->[Ir]<-NC1S,"['N([C])', 'S([C])']"
18,O=C(O)C(=NO)c1ccccn1,"[4, 11]",O=C(O)C1=N(O)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([O])']"
18,CSc1cncc(C#N)c1N,"[1, 10]",CS1->[Ir]<-Nc2c(C#N)cncc21,"['N([C])', 'S([C])([C])']"
18,C1=NC(c2ccccn2)NS1,"[8, 9]",C1=NC2c3ccccn3->[Ir]<-N2S1,"['N([C])([C])', 'N([S])([C])']"
18,Cc1cccc(C=NO)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-N(O)=C2,"['N([C])([C])', 'N([O])([C])']"
18,Cn1c(P)c(P)ncc1=O,"[3, 5]",Cn1c2c(ncc1=O)P->[Ir]<-P2,"['P([C])', 'P([C])']"
18,NCCNCC(Cl)Cl,"[0, 3]",ClC(Cl)CN1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
18,CC1=C(C)C(=O)C(=O)C=C1,"[5, 7]",Cc1ccc2c(c1C)=O->[Ir]<-O=2,"['O([C])', 'O([C])']"
18,Brc1ccc(C2=NC=NC2)nc1,"[6, 10]",Brc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,"['N([C])([C])', 'N([C])([C])']"
18,Nc1cncc(C(=O)O)c1N,"[0, 10]",O=C(O)c1cncc2c1N->[Ir]<-N2,"['N([C])', 'N([C])']"
18,S[C]C1NCC=CC1S,"[1, 8]",SC1=[Be]->[Ir]<-SC2C=CCNC12,"['Be([C])', 'S([C])']"
18,N=C(N)N1CCNC1=N,"[0, 8]",NC1=N->[Ir]<-N=C2NCCN12,"['N([C])', 'N([C])']"
18,N=CC1(N)CNC(N)=N1,"[0, 3]",NC1=NC2(C=N->[Ir]<-N2)CN1,"['N([C])', 'N([C])']"
18,NN=CC(=S)c1ccccn1,"[1, 10]",NN1->[Ir]<-n2ccccc2C(=S)C=1,"['N([C])([C])', 'N([N])([C])']"
18,N=CC1(N)N=CC=CC1Cl,"[0, 3]",ClC1C=CC=NC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
18,CC(=O)CN=CCN,"[4, 7]",CC(=O)CN1->[Ir]<-NCC=1,"['N([C])', 'N([C])([C])']"
18,NC(C(=O)O)C([SeH])C[SeH],"[0, 8]",O=C(O)C1N->[Ir]<-[SeH]CC1[SeH],"['N([C])', 'Se([C])']"
18,CN=C(O)c1ccccn1,"[1, 9]",CN1->[Ir]<-n2ccccc2C=1O,"['N([C])([C])', 'N([C])([C])']"
18,Nc1ccccc1N1[C]C1,"[1, 8]",[Be]1->[Ir]<-Nc2ccccc2N2CC=12,"['Be([C])', 'N([C])']"
18,CS(=O)c1cnccc1P,"[1, 9]",CS1(=O)->[Ir]<-Pc2ccncc21,"['P([C])', 'S([C])([O])([C])']"
18,Cc1ccnc(C(=N)O)c1,"[4, 7]",Cc1ccn2->[Ir]<-N=C(O)c2c1,"['N([C])', 'N([C])([C])']"
18,NC1=NC(=S)C(=S)N1CCO,"[4, 6]",Nc1nc2c(n1CCO)=S->[Ir]<-S=2,"['S([C])', 'S([C])']"
18,N=C(N)C(=S)c1ccc(F)cn1,"[0, 11]",NC1=N->[Ir]<-n2cc(F)ccc2C1=S,"['N([C])', 'N([C])([C])']"
18,N=CC1(N)N=CNC1N,"[0, 3]",NC1NC=NC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
18,CC1(C=N)CN=CC1=N,"[3, 8]",CC12C=N->[Ir]<-N=C1C=NC2,"['N([C])', 'N([C])']"
18,c1cnc(-c2ccncn2)nc1,"[9, 10]",c1cnc2n(->[Ir]<-n3cnccc3-2)c1,"['N([C])([C])', 'N([C])([C])']"
18,Cc1conc1C(N)(S)S,"[4, 7]",Cc1con2->[Ir]<-NC(S)(S)c12,"['N([C])', 'N([O])([C])']"
18,NC1CNCC1(S)S,"[0, 7]",SC12CNCC1N->[Ir]<-S2,"['N([C])', 'S([C])']"
18,CC(C)(N)CP,"[3, 5]",CC1(C)CP->[Ir]<-N1,"['N([C])', 'P([C])']"
18,NNC(=O)c1ccc(Cl)cc1,"[0, 3]",Clc1ccc(C2=O->[Ir]<-NN2)cc1,"['N([N])', 'O([C])']"
18,CC(=S)NN=C(C)C,"[2, 4]",CC1=S->[Ir]<-N(=C(C)C)N1,"['N([C])([N])', 'S([C])']"
18,NC(NO)C(N)C(=O)O,"[2, 5]",NC1C(C(=O)O)N->[Ir]<-N1O,"['N([C])', 'N([O])([C])']"
18,Cn1ccnc1C(N)O,"[4, 7]",Cn1ccn2->[Ir]<-NC(O)c12,"['N([C])', 'N([C])([C])']"
18,N=CC=Nc1ccccc1,"[0, 3]",C1=N->[Ir]<-N(c2ccccc2)=C1,"['N([C])', 'N([C])([C])']"
18,ON=Cc1nc2ccccc2s1,"[1, 4]",ON1->[Ir]<-n2c(sc3ccccc32)C=1,"['N([C])([C])', 'N([O])([C])']"
19,CC(C)(C=N)C(=N)N,"[4, 6]",CC1(C)C=N->[Ir]<-N=C1N,"['N([C])', 'N([C])']"
19,CC1=CN(C=O)C=NC1N,"[3, 5]",CC1=CN2(->[Ir]<-O=C2)C=NC1N,"['N([C])([C])([C])', 'O([C])']"
19,CN(C)c1ccccn1,"[1, 8]",CN1(C)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])([C])']"
19,SCC(S)c1ccccn1,"[0, 9]",SC1CS->[Ir]<-n2ccccc21,"['N([C])([C])', 'S([C])']"
19,Cc1cnn(NC=S)c1C,"[4, 7]",Cc1cnn2(->[Ir]<-S=CN2)c1C,"['N([N])([C])([N])', 'S([C])']"
19,CN1CCNC1=NC[S-],"[6, 8]",CN1CCNC1=N1->[Ir]<-[S-]C1,"['N([C])([C])', 'S([C])']"
19,Cc1cccc(C(S)S)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-SC2S,"['N([C])([C])', 'S([C])']"
19,C=C(C=N)C1=NCCC1,"[3, 5]",C=C1C=N->[Ir]<-N2=C1CCC2,"['N([C])', 'N([C])([C])']"
19,Cc1cccnc1C(S)S,"[5, 8]",Cc1cccn2->[Ir]<-SC(S)c12,"['N([C])([C])', 'S([C])']"
19,CN=C1N=CSC1(C)C=N,"[1, 9]",CN1->[Ir]<-N=CC2(C)SC=NC=12,"['N([C])', 'N([C])([C])']"
19,N=CC1(NO)CC=CC=N1,"[0, 3]",ON1->[Ir]<-N=CC12CC=CC=N2,"['N([C])', 'N([O])([C])']"
19,NC1CCNC1(N)O,"[0, 6]",OC12NCCC1N->[Ir]<-N2,"['N([C])', 'N([C])']"
19,CC(=S)Nn1cc(C)cn1,"[2, 4]",CC1=S->[Ir]<-n2(cc(C)cn2)N1,"['N([C])([N])([N])', 'S([C])']"
19,CN=C(C)CC(=N)N,"[1, 6]",CC1=N(C)->[Ir]<-N=C(N)C1,"['N([C])', 'N([C])([C])']"
19,NCC(=NCC(=O)O)SC=O,"[0, 3]",O=CSC1=N(CC(=O)O)->[Ir]<-NC1,"['N([C])', 'N([C])([C])']"
19,NC(C=O)c1cncc(O)c1,"[0, 3]",Oc1cncc(C2C=O->[Ir]<-N2)c1,"['N([C])', 'O([C])']"
19,CC(=O)OC(=O)c1ccccn1,"[5, 11]",CC(=O)OC1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']"
19,N=CC1N=CNC1(N)C=N,"[0, 9]",NC12C=N->[Ir]<-N=CC1N=CN2,"['N([C])', 'N([C])']"
19,CC1C=NN(NC=S)C(=O)N1,"[4, 7]",CC1C=NN2(->[Ir]<-S=CN2)C(=O)N1,"['N([N])([C])([N])', 'S([C])']"
19,Nc1ccc(C(F)(F)F)cc1N,"[0, 11]",FC(F)(F)c1ccc2c(c1)N->[Ir]<-N2,"['N([C])', 'N([C])']"
19,CC(=N)C(P)=C(C)P,"[2, 7]",CC1=N->[Ir]<-PC(C)=C1P,"['N([C])', 'P([C])']"
19,OC1CCN(C(=S)C=S)C1,"[6, 8]",OC1CCN(C2=S->[Ir]<-S=C2)C1,"['S([C])', 'S([C])']"
19,CC(=O)C(O)N(C)C,"[2, 4]",CC1=O->[Ir]<-OC1N(C)C,"['O([C])', 'O([C])']"
19,Cc1cnc(C(N)[SeH])nc1,"[6, 8]",Cc1cnc2n(->[Ir]<-NC2[SeH])c1,"['N([C])', 'N([C])([C])']"
19,Cc1cnn(NC(=S)Br)c1C,"[4, 7]",Cc1cnn2(->[Ir]<-S=C(Br)N2)c1C,"['N([N])([C])([N])', 'S([C])']"
19,CC(=NO)c1nccn1C,"[2, 5]",CC1=N(O)->[Ir]<-n2ccn(C)c21,"['N([C])([C])', 'N([C])([O])']"
19,Nc1ccccc1C(S)S,"[0, 9]",SC1S->[Ir]<-Nc2ccccc21,"['N([C])', 'S([C])']"
19,CONc1ccncc1N,"[2, 9]",CON1->[Ir]<-Nc2cnccc21,"['N([C])', 'N([O])([C])']"
19,CSCCN(C)N,"[1, 4]",CS1->[Ir]<-N(C)(N)CC1,"['N([C])([N])([C])', 'S([C])([C])']"
19,Nc1nccc(N2[C]C=CN2)n1,"[7, 11]",Nc1nccc2n1->[Ir]<-[Be]=C1C=CNN12,"['Be([C])', 'N([C])([C])']"
19,Oc1ccc(C2=NC=NC2)nc1,"[6, 10]",Oc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,"['N([C])([C])', 'N([C])([C])']"
19,COC(=O)c1ccc(N=N)nc1,"[9, 10]",COC(=O)c1ccc2n(->[Ir]<-N=N2)c1,"['N([C])([C])', 'N([N])']"
19,Cc1cnc(C(=S)S(C)(=O)=O)s1,"[3, 6]",Cc1cn2->[Ir]<-S=C(S(C)(=O)=O)c2s1,"['N([C])([C])', 'S([C])']"
19,Cc1cccc(C(=N)N)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-N=C2N,"['N([C])', 'N([C])([C])']"
19,CN=Nc1ccc(C)cn1,"[1, 9]",Cc1ccc2n(->[Ir]<-N(C)=N2)c1,"['N([C])([C])', 'N([C])([N])']"
19,C=C1C=CC=C(N=N)N1C,"[7, 8]",C=C1C=CC=C2N=N->[Ir]<-N12C,"['N([C])([C])([C])', 'N([N])']"
19,CC(=N)c1cncc(Cl)c1N,"[2, 10]",CC1=N->[Ir]<-Nc2c(Cl)cncc21,"['N([C])', 'N([C])']"
19,c1c[nH]c(Cc2cc[nH]n2)n1,"[9, 10]",c1cn2->[Ir]<-n3[nH]ccc3Cc2[nH]1,"['N([C])([C])', 'N([N])([C])']"
19,NC1=CN[C]N1c1ccncn1,"[4, 11]",NC1=CNC2=[Be]->[Ir]<-n3cnccc3N21,"['Be([C])', 'N([C])([C])']"
19,Cc1ccnc(C=N)c1P,"[7, 9]",Cc1ccnc2c1P->[Ir]<-N=C2,"['N([C])', 'P([C])']"
19,N=CNC(=N)c1ccncc1,"[0, 4]",C1=N->[Ir]<-N=C(c2ccncc2)N1,"['N([C])', 'N([C])']"
19,CCSC(C#N)=C(C#N)SC,"[2, 9]",CCS1->[Ir]<-S(C)C(C#N)=C1C#N,"['S([C])([C])', 'S([C])([C])']"
19,Nc1csc(C(NO)C(=O)O)n1,"[6, 11]",Nc1csc2n1->[Ir]<-N(O)C2C(=O)O,"['N([C])([C])', 'N([O])([C])']"
19,CC(C)(N)COP,"[3, 6]",CC1(C)COP->[Ir]<-N1,"['N([C])', 'P([O])']"
19,[O-]c1sc2c([s+]1)SC=CSCCS2,"[6, 9]",[O-]c1sc2c([s+]1)S1->[Ir]<-S(C=C1)CCS2,"['S([C])([C])', 'S([C])([C])']"
19,CCc1cccc(N=N)n1,"[8, 9]",CCc1cccc2n1->[Ir]<-N=N2,"['N([C])([C])', 'N([N])']"
19,O=CNc1ccncc1NC=O,"[2, 11]",O=CN1->[Ir]<-O=CNc2cnccc21,"['N([C])([C])', 'O([C])']"
19,NC1NCCOC1(S)S,"[0, 8]",SC12OCCNC1N->[Ir]<-S2,"['N([C])', 'S([C])']"
19,CCn1cncc1C(=N)O,"[2, 8]",CCn12->[Ir]<-N=C(O)c1cnc2,"['N([C])', 'N([C])([C])([C])']"
19,c1ccc(Nn2cncn2)nc1,"[5, 10]",c1ccn2->[Ir]<-n3(cncn3)Nc2c1,"['N([C])([C])', 'N([C])([N])([N])']"
19,CC(O)n1nncc1NN,"[3, 9]",CC(O)n12->[Ir]<-NNc1cnn2,"['N([C])([C])([N])', 'N([N])']"
19,CN1CCC(N)C1,"[1, 5]",CN12->[Ir]<-NC(CC1)C2,"['N([C])', 'N([C])([C])([C])']"
19,N=CC1(N)C=CC=C(F)C1(F)F,"[0, 3]",FC1=CC=CC2(C=N->[Ir]<-N2)C1(F)F,"['N([C])', 'N([C])']"
19,O=C(O)NN=Cc1ccccn1,"[4, 11]",O=C(O)NN1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([N])([C])']"
19,C=NNCc1ccccn1,"[2, 9]",C=NN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([N])([C])']"
19,NC(=O)N(C=S)c1ccccn1,"[5, 11]",NC(=O)N1C=S->[Ir]<-n2ccccc21,"['N([C])([C])', 'S([C])']"
19,CCC(=N)NC(C)=N,"[3, 7]",CCC1=N->[Ir]<-N=C(C)N1,"['N([C])', 'N([C])']"
19,Nc1nccc(CO)c1N,"[0, 9]",OCc1ccnc2c1N->[Ir]<-N2,"['N([C])', 'N([C])']"
19,Cc1cncc(P)c1C=N,"[6, 9]",Cc1cncc2c1C=N->[Ir]<-P2,"['N([C])', 'P([C])']"
19,Cc1cccc(CP)n1,"[7, 8]",Cc1cccc2n1->[Ir]<-PC2,"['N([C])([C])', 'P([C])']"
19,NCc1ccc(C(=O)O)cn1,"[0, 10]",O=C(O)c1ccc2n(->[Ir]<-NC2)c1,"['N([C])', 'N([C])([C])']"
19,C[Se]C(N)C(O)C[SeH],"[1, 7]",C[Se]1->[Ir]<-[SeH]CC(O)C1N,"['Se([C])', 'Se([C])([C])']"
19,N#CCNc1ccncc1N,"[3, 10]",N#CCN1->[Ir]<-Nc2cnccc21,"['N([C])', 'N([C])([C])']"
19,NC=CSc1ccccc1,"[0, 3]",C1=CS(c2ccccc2)->[Ir]<-N1,"['N([C])', 'S([C])([C])']"
19,[O-]c1sc2c([s+]1)SCCSC=CS2,"[9, 12]",[O-]c1sc2c([s+]1)SCCS1->[Ir]<-S2C=C1,"['S([C])([C])', 'S([C])([C])']"
19,Cc1ccnc(P)c1C=N,"[6, 9]",Cc1ccnc2c1C=N->[Ir]<-P2,"['N([C])', 'P([C])']"
19,CC=C(C=N)C1=NC=NC1,"[4, 6]",CC=C1C=N->[Ir]<-N2=C1CN=C2,"['N([C])', 'N([C])([C])']"
19,N=C=CC1=NC(C(O)O)CO1,"[0, 10]",OC(O)C1CO2->[Ir]<-N=C=CC2=N1,"['N([C])', 'O([C])([C])']"
19,C=CN1C(P)=C(P)NC1Cl,"[4, 6]",C=CN1C2=C(NC1Cl)P->[Ir]<-P2,"['P([C])', 'P([C])']"
19,NCC(N)C(N)N,"[0, 5]",NC1CN->[Ir]<-NC1N,"['N([C])', 'N([C])']"
19,CN=C1C=CCCC1=N,"[1, 8]",CN1->[Ir]<-N=C2CCC=CC=12,"['N([C])', 'N([C])([C])']"
19,CCSC(C)=C(N)[SeH],"[2, 6]",CCS1->[Ir]<-NC([SeH])=C1C,"['N([C])', 'S([C])([C])']"
19,Cc1cc(C)n(C=NO)n1,"[7, 9]",Cc1cc(C)n2->[Ir]<-N(O)=Cn12,"['N([C])([N])', 'N([O])([C])']"
19,NCC(=O)c1cccc(O)n1,"[0, 3]",Oc1cccc(C2=O->[Ir]<-NC2)n1,"['N([C])', 'O([C])']"
19,Cc1scnc1-c1nc(N)cs1,"[4, 7]",Cc1scn2->[Ir]<-n3c(N)csc3-c12,"['N([C])([C])', 'N([C])([C])']"
19,CC=NNc1ccccn1,"[2, 9]",CC=N1->[Ir]<-n2ccccc2N1,"['N([C])([C])', 'N([C])([N])']"
19,Cc1cc(C)n(C(N)=S)n1,"[8, 9]",Cc1cc(C)n2->[Ir]<-S=C(N)n12,"['N([C])([N])', 'S([C])']"
