,Original encoded SMILES,Original log P,Original G parameter,Denticity,Isomer,Original encoded SMILES again,Optimized encoded SMILES,Tanimoto similarity,Optimization objective,Minimization,Original ligand ID,Optimized ligand ID,Sampling region,Optimization direction,Valid
7,[Li]<-n1cpcn1C=C,1.5637,23.2532229826516,0,0,[Li]<-n1cpcn1C=C,[Be]=C1C=CN(C)N1C=C,0.2105263157894736,G parameter,False,uncond_mono-min15k-791,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-791,Center,O2,True
8,[Li]<-O=c1cc1-c1ccccc1,1.5894,23.722743912143883,0,0,[Li]<-O=c1cc1-c1ccccc1,[Be]=C1NC(C(=O)OC)=NN1c1ccccc1,0.2833333333333333,G parameter,False,uncond_mono-min15k-3094,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-3094,Center,O2,True
9,[Li]<-N(O)=CC=Cc1ccccc1,2.1598,23.412382619767627,0,0,[Li]<-N(O)=CC=Cc1ccccc1,[Be]=C1N(C)C=C(c2cn(-c3ccccc3)nn2)N1O,0.2054794520547945,G parameter,False,uncond_mono-min15k-4644,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-4644,Center,O2,True
0,[Li]<-N(=CC(C)(C)C)CC,2.1232,23.18955912780519,0,0,[Li]<-N(=CC(C)(C)C)CC,[Li]<-N(=CC(N)=O)CC,0.3125,log P,True,uncond_mono-min15k-1579,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-1579,Center,O3,True
1,[Li]<-S=c1[nH]c(N)c2ccccn12,1.5790899999999997,22.409676905936653,0,0,[Li]<-S=c1[nH]c(N)c2ccccn12,[Li]<-S=c1[nH]c(N)c(N)[nH]1,0.2608695652173913,log P,True,uncond_mono-min15k-4240,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-4240,Center,O3,True
2,[Li]<-n1oc(-c2[nH]nc(C)c2C)cc1C,1.98996,23.65908005729748,0,0,[Li]<-n1oc(-c2[nH]nc(C)c2C)cc1C,[Li]<-n1oc(C(C)(C)N)cc1N,0.2222222222222222,log P,True,uncond_mono-min15k-7308,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-7308,Center,O3,True
3,[Li]<-NC(C)C(C)c1ccccc1,2.1373,23.61929014801846,0,0,[Li]<-NC(C)C(C)c1ccccc1,[Li]<-NC(C)C(C)N,0.3157894736842105,log P,True,uncond_mono-min15k-4904,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-4904,Center,O3,True
4,[Li]<-NC(CCl)c1ccccc1,1.9252,24.35142447875219,0,0,[Li]<-NC(CCl)c1ccccc1,[Li]<-NC(CO)C(=O)Nc1ccccc1,0.4,log P,True,uncond_mono-min15k-2665,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-2665,Center,O3,True
5,[Li]<-N(O)=C(C)C=C(C)C,1.8027,23.98535731338532,0,0,[Li]<-N(O)=C(C)C=C(C)C,[Li]<-N(O)=C(N)C(=O)OC,0.2571428571428571,log P,True,uncond_mono-min15k-1511,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-1511,Center,O3,True
6,[Li]<-P(C)(O)c1cccs1,1.3924,22.926945726563744,0,0,[Li]<-P(C)(O)c1cccs1,[Li]<-P(C)(O)C(C)O,0.21875,log P,True,uncond_mono-min15k-1376,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-1376,Center,O3,True
7,[Li]<-n1cpcn1C=C,1.5637,23.2532229826516,0,0,[Li]<-n1cpcn1C=C,[Li]<-n1cpcn1C,0.4642857142857143,log P,True,uncond_mono-min15k-791,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-791,Center,O3,True
8,[Li]<-n1ccc(C#N)c2c(Cl)ccnc21,2.1548800000000004,22.648416361610696,0,0,[Li]<-n1ccc(C#N)c2c(Cl)ccnc21,[Li]<-n1ccc(C#N)c2cccnc21,0.5833333333333334,log P,True,uncond_mono-min15k-6937,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-6937,Center,O3,True
9,[Li]<-Nc1ccc(C=O)cc1I,1.6859000000000002,23.078147381823968,0,0,[Li]<-Nc1ccc(C=O)cc1I,[Li]<-Nc1ccc(C=O)cc1,0.45,log P,True,uncond_mono-min15k-2781,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-2781,Center,O3,True
0,[Li]<-n1cccc2nc(C)ccc21,1.93822,23.76253382142289,0,0,[Li]<-n1cccc2nc(C)ccc21,[Li]<-n1cc(C=NOC)c2ccccc2c1,0.2419354838709677,G parameter,True,uncond_mono-min15k-4413,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-4413,Center,O4,True
1,[Be]=C(C)Nc1ccccc1OC,2.1657900000000003,24.820945408244462,0,0,[Be]=C(C)Nc1ccccc1OC,[Li]<-N(=CC(C)C)c1cccc(NC)c1,0.2033898305084746,G parameter,True,uncond_mono-min15k-3744,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3744,Center,O4,True
2,[Li]<-n1cpcn1C=C,1.5637,23.2532229826516,0,0,[Li]<-n1cpcn1C=C,[Li]<-n1cc(C)n(C=C)c1,0.2777777777777778,G parameter,True,uncond_mono-min15k-791,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-791,Center,O4,True
3,[Li]<-N1=COCC1c1ccccc1OC,1.7948,22.96673563584275,0,0,[Li]<-N1=COCC1c1ccccc1OC,[Li]<-N#Cc1ccccc1C(C)=O,0.2372881355932203,G parameter,True,uncond_mono-min15k-7665,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-7665,Center,O4,True
4,[Li]<-n1ccc(N(C)C)cc1C,1.45602,24.26388667833837,0,0,[Li]<-n1ccc(N(C)C)cc1C,[Li]<-n1cn(CC)c2cc(N(C)C)cnc21,0.3725490196078431,G parameter,True,uncond_mono-min15k-2599,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-2599,Center,O4,True
5,[Li]<-S=C1NCCCN1[Si](C)(C)C,1.4014999999999995,23.12589527295877,0,0,[Li]<-S=C1NCCCN1[Si](C)(C)C,[Li]<-S=C1C=C(C)N(OC)CN1,0.2156862745098039,G parameter,True,uncond_mono-min15k-4134,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-4134,Center,O4,True
6,[Li]<-n1ccn(CCSN2CCCC2)c1,1.6271,22.78370205315932,0,0,[Li]<-n1ccn(CCSN2CCCC2)c1,[Li]<-n1ccn(C(C)SCC)c1,0.2678571428571428,G parameter,True,uncond_mono-min15k-7082,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-7082,Center,O4,True
7,[Li]<-N1=CSC(n2nccc2Cl)C1,1.8102,22.62454241604329,0,0,[Li]<-N1=CSC(n2nccc2Cl)C1,[Li]<-N1=CSC(N(CC)CC)C1,0.2549019607843137,G parameter,True,uncond_mono-min15k-3970,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3970,Center,O4,True
8,[Li]<-n1ccc(C)c2[nH]c(C)cc21,2.17974,22.759828107591915,0,0,[Li]<-n1ccc(C)c2[nH]c(C)cc21,[Li]<-[nH]1c(C)nc2[nH]cc(C)c21,0.2352941176470588,G parameter,True,uncond_mono-min15k-4921,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-4921,Center,O4,True
9,[Li]<-n1nc(Cc2ccccc2)sc1N,1.7110999999999998,22.847365908005727,0,0,[Li]<-n1nc(Cc2ccccc2)sc1N,[Li]<-N(=Cc1c[nH]cn1)Cc1ccccc1,0.3333333333333333,G parameter,True,uncond_mono-min15k-7060,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-7060,Center,O4,True
0,[Li]<-n1ccc(C)c2[nH]c(C)cc21,2.17974,22.759828107591915,0,0,[Li]<-n1ccc(C)c2[nH]c(C)cc21,[Be]=C1N(C)C(C)=CN1c1cccc(C)n1,0.2131147540983606,log P + G parameter,False,uncond_mono-min15k-4921,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-4921,Center,O5,True
2,[Li]<-NC(CCl)c1ccccc1,1.9252,24.35142447875219,0,0,[Li]<-NC(CCl)c1ccccc1,[Be]=C1N(C)C=CN1C(c1ccccc1)c1ccccc1,0.2535211267605634,log P + G parameter,False,uncond_mono-min15k-2665,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-2665,Center,O5,True
3,[Li]<-S=C(OCC)C1CC1,1.7603,24.367340442463792,0,0,[Li]<-S=C(OCC)C1CC1,[Li]<-S=C(OC)C1CC1C(C)C,0.2619047619047619,log P + G parameter,False,uncond_mono-min15k-1154,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-1154,Center,O5,True
4,[Li]<-n1cccc(C)c1N=CC,2.11222,24.900525226802483,0,0,[Li]<-n1cccc(C)c1N=CC,[Li]<-n1c(C)cccc1N=Cc1ccccc1,0.2459016393442623,log P + G parameter,False,uncond_mono-min15k-2791,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-2791,Center,O5,True
5,[Li]<-n1cc(C(Cl)Cl)cnc1N,1.5349999999999997,23.356676746777016,0,0,[Li]<-n1cc(C(Cl)Cl)cnc1N,[Li]<-n1cnc(N)cc1C(Cl)Cl,0.45,log P + G parameter,False,uncond_mono-min15k-3379,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-3379,Center,O5,True
7,[Li]<-S1c2ccccc2CC1N,1.6196000000000002,23.61929014801846,0,0,[Li]<-S1c2ccccc2CC1N,[Be]=C1N(c2ccccc2C#N)CC(C)(C)N1C,0.203125,log P + G parameter,False,uncond_mono-min15k-2968,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-2968,Center,O5,True
8,[Be]=C(N)Nc1ccc(C)cc1C,1.67033,23.61133216616265,0,0,[Be]=C(N)Nc1ccc(C)cc1C,[Be]=C1N(C)C=CN1c1ccc(C(C)=O)cc1C,0.238095238095238,log P + G parameter,False,uncond_mono-min15k-4491,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-4491,Center,O5,True
9,[Li]<-n1cn(CCc2ccccc2)c2c1CNCN2,1.5983999999999998,24.86869329937928,0,0,[Li]<-n1cn(CCc2ccccc2)c2c1CNCN2,[Be]=C1N(Cc2ccccc2C#N)CC(C)(C)N1C,0.2,log P + G parameter,False,uncond_mono-novel_remainder-583,cond_mono-isolated_ligands-O5_optimized-uncond_mono-novel_remainder-583,Center,O5,True
0,[Li]<-n1cn(CCc2ccccc2)c2c1CNCN2,1.5983999999999998,24.86869329937928,0,0,[Li]<-n1cn(CCc2ccccc2)c2c1CNCN2,[Be]=C1N(C(C)c2ccccc2)CCC(N)(N)N1C,0.2289156626506024,log P - G parameter,True,uncond_mono-novel_remainder-583,cond_mono-isolated_ligands-O6_optimized-uncond_mono-novel_remainder-583,Center,O6,True
1,[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,1.4873,23.08610536367977,0,0,[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,[Be]=C1N(C)C=CN1CC(=O)c1ccc(N)cc1,0.4242424242424242,log P - G parameter,True,uncond_mono-min15k-13964,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-13964,Center,O6,True
2,[Li]<-S=C(C)NCc1ccoc1,1.7165,22.600668470475885,0,0,[Li]<-S=C(C)NCc1ccoc1,[Be]=C(N)NCc1ccccc1,0.24,log P - G parameter,True,uncond_mono-min15k-2899,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-2899,Center,O6,True
3,[Li]<-n1cc(C(Cl)Cl)cnc1N,1.5349999999999997,23.356676746777016,0,0,[Li]<-n1cc(C(Cl)Cl)cnc1N,[Be]=C1N(C)C=C(C(Cl)Cl)N1C,0.2127659574468085,log P - G parameter,True,uncond_mono-min15k-3379,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-3379,Center,O6,True
4,[Li]<-S=C1CNCN1c1ccc(C)c(C)c1,1.99794,22.6802482890339,0,0,[Li]<-S=C1CNCN1c1ccc(C)c(C)c1,[Be]=C1NCC(N)CN1c1ccc(C)c(C)c1,0.4827586206896552,log P - G parameter,True,uncond_mono-min15k-9618,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-9618,Center,O6,True
5,[Li]<-NC(C)C(C)C(=C)C,1.5458,23.667038039153272,0,0,[Li]<-NC(C)C(C)C(=C)C,[Be]=C(N)C(C)C,0.2068965517241379,log P - G parameter,True,uncond_mono-min15k-1473,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-1473,Center,O6,True
7,[Li]<-N(C)=C(O)c1ccccc1,1.621,23.88190354925991,0,0,[Li]<-N(C)=C(O)c1ccccc1,[Be]=C1N(C)C=CN1C(O)c1ccccc1,0.2857142857142857,log P - G parameter,True,uncond_mono-min15k-2848,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-2848,Center,O6,True
9,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,1.65119,23.08610536367977,0,0,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,[Be]=C1C=CC(c2ccc(N)cc2)=CN1C,0.2923076923076923,log P - G parameter,True,uncond_mono-min15k-9102,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-9102,Center,O6,True
0,[Li]<-S=c1[nH]c(N)c2ccccn12,1.5790899999999997,22.409676905936653,0,0,[Li]<-S=c1[nH]c(N)c2ccccn12,[Li]<-S=c1cc(N)[nH][nH]1,0.217391304347826,log P + G parameter,True,uncond_mono-min15k-4240,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-4240,Center,O7,True
1,[Li]<-N#CC=Nc1cccc([N+](=O)[O-])c1,1.82068,23.738659875855483,0,0,[Li]<-N#CC=Nc1cccc([N+](=O)[O-])c1,[Li]<-N#CC=NN(C)C,0.2244897959183673,log P + G parameter,True,uncond_mono-min15k-7620,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-7620,Center,O7,True
2,[Li]<-n1cn(CCc2ccccc2)c2c1CNCN2,1.5983999999999998,24.86869329937928,0,0,[Li]<-n1cn(CCc2ccccc2)c2c1CNCN2,[Li]<-n1cc(C=O)n(Cc2ccccc2)c1,0.3714285714285714,log P + G parameter,True,uncond_mono-novel_remainder-583,cond_mono-isolated_ligands-O7_optimized-uncond_mono-novel_remainder-583,Center,O7,True
3,[Li]<-n1ccc(C#N)c2c(Cl)ccnc21,2.1548800000000004,22.648416361610696,0,0,[Li]<-n1ccc(C#N)c2c(Cl)ccnc21,[Li]<-N#Cc1ccnc2nccc(Cl)c12,0.4107142857142857,log P + G parameter,True,uncond_mono-min15k-6937,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-6937,Center,O7,True
4,[Li]<-n1cpcn1C=C,1.5637,23.2532229826516,0,0,[Li]<-n1cpcn1C=C,[Li]<-n1ccn(C=C)c1,0.2941176470588235,log P + G parameter,True,uncond_mono-min15k-791,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-791,Center,O7,True
5,[Li]<-n1ccn(CCSN2CCCC2)c1,1.6271,22.78370205315932,0,0,[Li]<-n1ccn(CCSN2CCCC2)c1,[Li]<-n1ccn(C(C)SN)c1,0.2592592592592592,log P + G parameter,True,uncond_mono-min15k-7082,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-7082,Center,O7,True
6,[Li]<-n1csc2cc(C(=O)O)ccc21,1.9945,22.61658443418749,0,0,[Li]<-n1csc2cc(C(=O)O)ccc21,[Li]<-n1csc2cccc(C(=O)O)c21,0.5319148936170213,log P + G parameter,True,uncond_mono-min15k-6087,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-6087,Center,O7,True
7,[Li]<-P(C)(O)c1cccs1,1.3924,22.926945726563744,0,0,[Li]<-P(C)(O)c1cccs1,[Li]<-P(O)(c1ncc[nH]1)C(C)C,0.2045454545454545,log P + G parameter,True,uncond_mono-min15k-1376,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-1376,Center,O7,True
8,[Li]<-S=C(C)NCc1ccoc1,1.7165,22.600668470475885,0,0,[Li]<-S=C(C)NCc1ccoc1,[Li]<-S=C(C)NCc1ccco1,0.55,log P + G parameter,True,uncond_mono-min15k-2899,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-2899,Center,O7,True
9,[Li]<-N1=CC=CC(c2ccccc2)C1N,1.6956,24.025147222664334,0,0,[Li]<-N1=CC=CC(c2ccccc2)C1N,[Li]<-N(=CC(C)=O)c1ccccc1,0.2586206896551724,log P + G parameter,True,uncond_mono-min15k-8322,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-8322,Center,O7,True
1,[Li]<-N#CC=Nc1cccc([N+](=O)[O-])c1,1.82068,23.738659875855483,0,0,[Li]<-N#CC=Nc1cccc([N+](=O)[O-])c1,[Li]<-N#CC1Cc2c(Cl)cccc2S1,0.2258064516129032,log P - G parameter,False,uncond_mono-min15k-7620,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-7620,Center,O8,True
2,[Li]<-S=c1[nH]c(N)c2ccccn12,1.5790899999999997,22.409676905936653,0,0,[Li]<-S=c1[nH]c(N)c2ccccn12,[Li]<-S=c1cc(C)n(-c2ccccc2)[nH]1,0.2982456140350877,log P - G parameter,False,uncond_mono-min15k-4240,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-4240,Center,O8,True
3,[Li]<-N1=COCC1c1ccccc1OC,1.7948,22.96673563584275,0,0,[Li]<-N1=COCC1c1ccccc1OC,[Li]<-n1ccc(C(=C)c2ccccc2F)cc1,0.2318840579710145,log P - G parameter,False,uncond_mono-min15k-7665,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-7665,Center,O8,True
4,[Li]<-N(O)=C1C2CC(C)(C)C1C(=O)C2C,1.6977,24.52650007957982,0,0,[Li]<-N(O)=C1C2CC(C)(C)C1C(=O)C2C,[Li]<-N(O)=C1C2CC(=O)C1(C)C(C)(C)C2,0.3584905660377358,log P - G parameter,False,uncond_mono-min15k-8283,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-8283,Center,O8,True
5,[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,1.4873,23.08610536367977,0,0,[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,[Li]<-n1cc(C)n(Cc2ccsc2)c1,0.2,log P - G parameter,False,uncond_mono-min15k-13964,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-13964,Center,O8,True
6,[Li]<-n1cccn1C(C)C,1.464,24.574247970714627,0,0,[Li]<-n1cccn1C(C)C,[Li]<-N1=C(n2cccn2)CCC1(C)C,0.2244897959183673,log P - G parameter,False,uncond_mono-min15k-1384,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-1384,Center,O8,True
7,[Li]<-n1csc2cc(C(=O)O)ccc21,1.9945,22.61658443418749,0,0,[Li]<-n1csc2cc(C(=O)O)ccc21,[Li]<-N1C=Nc2c(cccc2C(C)=O)C1,0.2096774193548387,log P - G parameter,False,uncond_mono-min15k-6087,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-6087,Center,O8,True
8,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,1.65119,23.08610536367977,0,0,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,[Li]<-N(=Cc1cccc(F)c1)CC,0.2711864406779661,log P - G parameter,False,uncond_mono-min15k-9102,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-9102,Center,O8,True
9,[Be]=C(N)Nc1ccc(C)cc1C,1.67033,23.61133216616265,0,0,[Be]=C(N)Nc1ccc(C)cc1C,[Li]<-N(=CC)c1cc(C)cc(C)c1,0.2307692307692307,log P - G parameter,False,uncond_mono-min15k-4491,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-4491,Center,O8,True
