Ligand ID,Atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
uncond_bi-min10k-173,17,CC1=CC=CC(=N)C1=N,"[6, 8]",Cc1cccc2c1=N->[Ir]<-N=2,"['N([C])', 'N([C])']"
uncond_bi-min10k-174,17,CC(=N)c1ccccn1,"[2, 8]",CC1=N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-175,17,NC(=NO)c1ccccn1,"[0, 9]",ON=C1N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-176,17,N=Cc1ccccc1N,"[0, 8]",C1=N->[Ir]<-Nc2ccccc21,"['N([C])', 'N([C])']"
uncond_bi-min10k-177,17,Cc1cccnc1C(=O)O,"[5, 8]",Cc1cccn2->[Ir]<-O=C(O)c12,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-178,17,c1ccc(-c2cscn2)nc1,"[8, 9]",c1ccn2->[Ir]<-n3cscc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-179,17,CC(C)=NC(=N)C=N,"[5, 7]",CC(C)=NC1=N->[Ir]<-N=C1,"['N([C])', 'N([C])']"
uncond_bi-min10k-180,17,CON=Cc1ncc(N)s1,"[2, 5]",CON1->[Ir]<-n2cc(N)sc2C=1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-181,17,N=CC1(N)C=CCC1=O,"[0, 3]",O=C1CC=CC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-182,17,Cc1ccc(C(=O)O)nc1,"[6, 8]",Cc1ccc2n(->[Ir]<-O=C2O)c1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-183,17,CC(C)(N)C=NO,"[3, 5]",CC1(C)C=N(O)->[Ir]<-N1,"['N([C])', 'N([C])([O])']"
uncond_bi-min10k-184,17,[C]C1C=CNCC1(S)S,"[0, 8]",SC12CNC=CC1C=[Be]->[Ir]<-S2,"['C_carb([C])', 'S([C])']"
uncond_bi-min10k-185,17,C#CCNCCN,"[3, 6]",C#CCN1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-186,17,c1ccc(-c2nnc[nH]2)nc1,"[8, 9]",c1ccn2->[Ir]<-[nH]3cnnc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-187,17,CC(N)(O)NNC=S,"[4, 7]",CC(N)(O)N1->[Ir]<-S=CN1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-188,17,CC1NC=NN1NC=S,"[5, 8]",CC1NC=NN12->[Ir]<-S=CN2,"['N([N])([C])([N])', 'S([C])']"
uncond_bi-min10k-189,17,Cc1cc(C)n(C(=S)Cl)n1,"[7, 9]",Cc1cc(C)n2->[Ir]<-S=C(Cl)n12,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-190,17,Nc1cnccc1SC(F)(F)F,"[0, 7]",FC(F)(F)S1->[Ir]<-Nc2cnccc21,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-191,17,O=C(O)CNCC=NO,"[4, 7]",O=C(O)CN1->[Ir]<-N(O)=CC1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-192,17,CNc1ncccc1O,"[1, 8]",CN1->[Ir]<-Oc2cccnc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-193,17,CNCCOC,"[1, 4]",CN1->[Ir]<-O(C)CC1,"['N([C])([C])', 'O([C])([C])']"
uncond_bi-min10k-194,17,Nc1cccc(O)c1N,"[0, 8]",Oc1cccc2c1N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-195,17,CN=C(NC=N)OC,"[1, 5]",COC1=N(C)->[Ir]<-N=CN1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-196,17,O=C(CO)c1ccccn1,"[0, 9]",OCC1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-197,17,CCNC(O)C=N,"[2, 6]",CCN1->[Ir]<-N=CC1O,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-198,17,CC(=NN)C(=O)C(=N)N,"[2, 7]",CC1=N(N)->[Ir]<-N=C(N)C1=O,"['N([C])', 'N([C])([N])']"
uncond_bi-min10k-199,17,[C]C1(S)NCC=CC1S,"[0, 8]",SC12C=[Be]->[Ir]<-SC1C=CCN2,"['C_carb([C])', 'S([C])']"
uncond_bi-min10k-200,17,CN=Cc1ccccn1,"[1, 8]",CN1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-201,17,Cc1nc(-c2nccs2)cs1,"[2, 5]",Cc1scc2n1->[Ir]<-n1ccsc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-202,17,c1cnc(-c2cc[nH]n2)nc1,"[8, 9]",c1cnc2n(->[Ir]<-n3[nH]ccc3-2)c1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-203,17,c1cnc(-c2ccn[nH]2)nc1,"[8, 9]",c1cnc2n(->[Ir]<-[nH]3nccc3-2)c1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-204,17,O=[SH](=O)C=Nc1ccccn1,"[4, 10]",O=[SH](=O)C=N1->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-205,17,CSC(=S)c1nc(C)c([O-])s1,"[3, 5]",CSC1=S->[Ir]<-n2c1sc([O-])c2C,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-206,17,[C]C1C=CCNC1(S)S,"[0, 8]",SC12NCC=CC1C=[Be]->[Ir]<-S2,"['C_carb([C])', 'S([C])']"
uncond_bi-min10k-207,17,C[C]Nc1ccccn1,"[1, 8]",CC1=[Be]->[Ir]<-n2ccccc2N1,"['C_carb([C])([N])', 'N([C])([C])']"
uncond_bi-min10k-208,18,NC1NC(=S)C(=S)NC1N,"[4, 6]",NC1NC2=S->[Ir]<-S=C2NC1N,"['S([C])', 'S([C])']"
uncond_bi-min10k-209,18,C[S+]([O-])C(CN)C(=O)O,"[1, 5]",C[S+]1([O-])->[Ir]<-NCC1C(=O)O,"['N([C])', 'S([C])([O])([C])']"
uncond_bi-min10k-210,18,CSC(C)=C(C)N,"[1, 6]",CC1=C(C)S(C)->[Ir]<-N1,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-211,18,C=C(C=N)c1nc(N)c[nH]1,"[3, 5]",C=C1C=N->[Ir]<-n2c(N)c[nH]c21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-212,18,NC1CNCCN1,"[3, 6]",NC1CN2->[Ir]<-N1CC2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-213,18,CNc1cccnc1N,"[1, 8]",CN1->[Ir]<-Nc2ncccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-214,18,CN(C)C(S)CS,"[1, 6]",CN1(C)->[Ir]<-SCC1S,"['N([C])([C])([C])', 'S([C])']"
uncond_bi-min10k-215,18,NC(N)c1ccccn1,"[2, 8]",NC1N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-216,18,N=C(C(=O)O)c1ccccc1,"[0, 3]",OC1=O->[Ir]<-N=C1c1ccccc1,"['N([C])', 'O([C])']"
uncond_bi-min10k-217,18,N=C(O)C(=O)c1ccccc1,"[0, 4]",OC1=N->[Ir]<-O=C1c1ccccc1,"['N([C])', 'O([C])']"
uncond_bi-min10k-218,18,C1=NSC(c2ccccn2)N1,"[9, 10]",C1=NSC2c3ccccn3->[Ir]<-N12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-219,18,CCN1CCC(=S)C1=S,"[6, 8]",CCN1CCC2=S->[Ir]<-S=C21,"['S([C])', 'S([C])']"
uncond_bi-min10k-220,18,OC1C(=S)C(=S)c2ccccc21,"[3, 5]",OC1C2=S->[Ir]<-S=C2c2ccccc21,"['S([C])', 'S([C])']"
uncond_bi-min10k-221,18,N=CC(O)n1cnc(N)c1,"[0, 4]",Nc1cn2(->[Ir]<-N=CC2O)cn1,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-222,18,CC(C)=NN(C)C=S,"[3, 7]",CC(C)=N1->[Ir]<-S=CN1C,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-223,18,c1ccc(-c2c[nH]cn2)nc1,"[8, 9]",c1ccn2->[Ir]<-n3c[nH]cc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-224,18,c1ccc(-c2ccn[nH]2)nc1,"[8, 9]",c1ccn2->[Ir]<-[nH]3nccc3-c2c1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-225,18,[C]1NC=CN1c1ccccn1,"[0, 9]",[Be]1->[Ir]<-n2ccccc2N2C=CNC=12,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-226,18,NCC(=O)c1ccccn1,"[3, 9]",NCC1=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-227,18,NCc1ccccc1O,"[0, 8]",c1ccc2c(c1)CN->[Ir]<-O2,"['N([C])', 'O([C])']"
uncond_bi-min10k-228,18,NCCNCC(=O)O,"[0, 3]",O=C(O)CN1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-229,18,C1=NCC(c2ccccn2)=N1,"[9, 10]",C1=NCC2=N1->[Ir]<-n1ccccc12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-230,18,NC(P)c1ccccn1,"[0, 8]",PC1N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-231,18,Cc1cc(C)n(C(O)=S)n1,"[8, 9]",Cc1cc(C)n2->[Ir]<-S=C(O)n12,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-232,18,NCCNCC(F)Cl,"[0, 3]",FC(Cl)CN1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-233,18,Cc1cccc(CN=O)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-N(=O)C2,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-234,18,O=CNC(Cl)c1ccccn1,"[0, 10]",ClC1NC=O->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-235,18,[C]NC(=N)CN(C)C,"[0, 5]",CN1(C)->[Ir]<-[Be]=CNC(=N)C1,"['C_carb([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-236,18,CC(O)(CN)CO,"[2, 4]",CC1(CO)CN->[Ir]<-O1,"['N([C])', 'O([C])']"
uncond_bi-min10k-237,18,[O-][N+](=Cc1ccccn1)C(F)(F)F,"[0, 8]",FC(F)(F)[N+]1=Cc2ccccn2->[Ir]<-[O-]1,"['N([C])([C])', 'O([N])']"
uncond_bi-min10k-238,18,NC(S)c1ncccc1S,"[0, 9]",SC1N->[Ir]<-Sc2cccnc21,"['N([C])', 'S([C])']"
uncond_bi-min10k-239,18,C[Se]CC(Br)C(N)[SeH],"[1, 7]",C[Se]1->[Ir]<-[SeH]C(N)C(Br)C1,"['Se([C])', 'Se([C])([C])']"
uncond_bi-min10k-240,18,[C]N(C)N[C]N(C)C,"[0, 4]",CN1C=[Be]->[Ir]<-[Be]=C(N(C)C)N1,"['C_carb([N])', 'C_carb([N])([N])']"
uncond_bi-min10k-241,18,COc1ccccc1P,"[1, 8]",CO1->[Ir]<-Pc2ccccc21,"['O([C])([C])', 'P([C])']"
uncond_bi-min10k-242,18,N=C(NN)c1ccncc1,"[0, 3]",c1cc(C2=N->[Ir]<-NN2)ccn1,"['N([C])', 'N([N])']"
uncond_bi-min10k-243,18,NC(O)c1cccc[n+]1[O-],"[0, 8]",[O-][n+]12->[Ir]<-NC(O)c1cccc2,"['N([C])', 'N([O])([C])([C])']"
uncond_bi-min10k-244,18,CN=Nc1cccc(N)n1,"[1, 9]",CN1->[Ir]<-n2c(N)cccc2N=1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-245,18,CC(=O)c1ccc(N=N)nc1,"[8, 9]",CC(=O)c1ccc2n(->[Ir]<-N=N2)c1,"['N([C])([C])', 'N([N])']"
uncond_bi-min10k-246,18,Cc1cccc(C(=N)O)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-N=C2O,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-247,18,[NH3+]C(=[NH+][O-])c1ccccn1,"[3, 9]",[NH3+]C1=[NH+][O-]->[Ir]<-n2ccccc21,"['N([C])([C])', 'O([N])']"
uncond_bi-min10k-248,18,CC(N)(CO)CO,"[2, 6]",CC1(CO)CO->[Ir]<-N1,"['N([C])', 'O([C])']"
uncond_bi-min10k-249,18,CCSC(C)=CN,"[2, 6]",CCS1->[Ir]<-NC=C1C,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-250,18,N=CC1(N)CC(Cl)=CC=N1,"[0, 3]",ClC1=CC=NC2(C=N->[Ir]<-N2)C1,"['N([C])', 'N([C])']"
uncond_bi-min10k-251,18,N=CC1(N)C=CC=NC1Cl,"[0, 3]",ClC1N=CC=CC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-252,18,NC1C=CC=CC1(O)N=O,"[0, 8]",O=N1->[Ir]<-NC2C=CC=CC21O,"['N([C])', 'N([O])([C])']"
uncond_bi-min10k-253,18,CC(=O)c1cccc(N=N)n1,"[9, 10]",CC(=O)c1cccc2n1->[Ir]<-N=N2,"['N([C])([C])', 'N([N])']"
uncond_bi-min10k-254,18,[C]NCC(=N)N(C)C,"[0, 5]",CN1(C)->[Ir]<-[Be]=CNCC1=N,"['C_carb([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-255,18,COCc1ccccn1,"[1, 8]",CO1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'O([C])([C])']"
uncond_bi-min10k-256,18,CCSC=C(C)N,"[2, 6]",CCS1->[Ir]<-NC(C)=C1,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-257,18,S=C1SC(=C2C=CC=CN2)SC1=S,"[0, 12]",C1=CNC(=C2SC3=S->[Ir]<-S=C3S2)C=C1,"['S([C])', 'S([C])']"
uncond_bi-min10k-258,18,Nc1ccncc1C(S)S,"[0, 9]",SC1S->[Ir]<-Nc2ccncc21,"['N([C])', 'S([C])']"
uncond_bi-min10k-259,18,CC(=NO)c1cccc(Cl)n1,"[2, 10]",CC1=N(O)->[Ir]<-n2c(Cl)cccc21,"['N([C])([C])', 'N([C])([O])']"
uncond_bi-min10k-260,18,NCC(S)C(S)C(=O)O,"[0, 5]",O=C(O)C1S->[Ir]<-NCC1S,"['N([C])', 'S([C])']"
uncond_bi-min10k-261,18,CN=C1C=CCC(Cl)C1=O,"[1, 9]",CN1->[Ir]<-O=C2C=1C=CCC2Cl,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-262,18,N=C1C=CC=CC1(O)NO,"[0, 8]",ON1->[Ir]<-N=C2C=CC=CC21O,"['N([C])', 'N([O])([C])']"
uncond_bi-min10k-263,18,CNc1ccnc(N)c1,"[5, 7]",CNc1ccn2->[Ir]<-Nc2c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-264,18,N=C1CCCCC1=N,"[0, 7]",C1CCC2=N->[Ir]<-N=C2C1,"['N([C])', 'N([C])']"
uncond_bi-min10k-265,18,NCC(C(=O)O)C([SeH])[SeH],"[0, 7]",O=C(O)C1CN->[Ir]<-[SeH]C1[SeH],"['N([C])', 'Se([C])']"
uncond_bi-min10k-266,18,CC(=N)N1[C]N(C)C=C1,"[2, 4]",CC1=N->[Ir]<-[Be]=C2N(C)C=CN21,"['C_carb([N])([N])', 'N([C])']"
uncond_bi-min10k-267,18,CC(N)=CSCCBr,"[2, 4]",CC1=CS(CCBr)->[Ir]<-N1,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-268,18,C1=C=CC(c2ccccn2)=NC=1,"[9, 10]",C1=C=CN2->[Ir]<-n3ccccc3C=2C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-269,18,O=C1NC(=O)c2ccccc2C1=O,"[0, 12]",O=c1[nH]c2c(c3ccccc13)=O->[Ir]<-O=2,"['O([C])', 'O([C])']"
uncond_bi-min10k-270,18,N=CC12CN=CN1C=NC2,"[0, 6]",C1=NCC23C=N->[Ir]<-N12C=NC3,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-271,18,CN=C(C)c1ncc[nH]1,"[1, 5]",CC1=N(C)->[Ir]<-n2cc[nH]c21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-272,18,N=CC1(N)C=CC(Cl)=NC1,"[0, 3]",ClC1=NCC2(C=C1)C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-273,18,N=CC(O)n1cncc1N,"[0, 4]",Nc1cncn12->[Ir]<-N=CC2O,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-274,18,C=C(C)SC(S)CS,"[3, 7]",C=C(C)S1->[Ir]<-SCC1S,"['S([C])', 'S([C])([C])']"
uncond_bi-min10k-275,18,NC1(S)NCCC1S,"[0, 7]",SC12NCCC1S->[Ir]<-N2,"['N([C])', 'S([C])']"
uncond_bi-min10k-276,18,C=C(C)NC(=O)CN,"[5, 7]",C=C(C)NC1=O->[Ir]<-NC1,"['N([C])', 'O([C])']"
uncond_bi-min10k-277,18,Cc1cccc(CO)n1,"[7, 8]",Cc1cccc2n1->[Ir]<-OC2,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-278,18,Cc1cc(C)n(C(=S)S)n1,"[7, 9]",Cc1cc(C)n2->[Ir]<-S=C(S)n12,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-279,18,CNc1cnccc1N,"[1, 8]",CN1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-280,18,C=C(C=O)C(=O)N(C)C,"[3, 5]",C=C1C=O->[Ir]<-O=C1N(C)C,"['O([C])', 'O([C])']"
uncond_bi-min10k-281,18,C[S+]([O-])c1ccncc1N,"[1, 9]",C[S+]1([O-])->[Ir]<-Nc2cnccc21,"['N([C])', 'S([C])([O])([C])']"
uncond_bi-min10k-282,18,N#CCN=Cc1ccccn1,"[3, 10]",N#CCN1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-283,18,CC(C)N=C(N)P,"[3, 6]",CC(C)N1->[Ir]<-PC=1N,"['N([C])([C])', 'P([C])']"
uncond_bi-min10k-284,18,NCCSCCO,"[0, 3]",OCCS1->[Ir]<-NCC1,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-285,18,CC(=O)c1ccnc(N=N)c1,"[6, 9]",CC(=O)c1ccn2->[Ir]<-N=Nc2c1,"['N([C])([C])', 'N([N])']"
uncond_bi-min10k-286,18,CN=C(C)NC(=N)N,"[1, 6]",CC1=N(C)->[Ir]<-N=C(N)N1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-287,18,NC(S)C(CS)C(=O)O,"[0, 5]",O=C(O)C1CS->[Ir]<-NC1S,"['N([C])', 'S([C])']"
uncond_bi-min10k-288,18,O=C(O)C(=NO)c1ccccn1,"[4, 11]",O=C(O)C1=N(O)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([O])']"
uncond_bi-min10k-289,18,CSc1cncc(C#N)c1N,"[1, 10]",CS1->[Ir]<-Nc2c(C#N)cncc21,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-290,18,C1=NC(c2ccccn2)NS1,"[8, 9]",C1=NC2c3ccccn3->[Ir]<-N2S1,"['N([C])([C])', 'N([S])([C])']"
uncond_bi-min10k-291,18,Cc1cccc(C=NO)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-N(O)=C2,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-292,18,Cn1c(P)c(P)ncc1=O,"[3, 5]",Cn1c2c(ncc1=O)P->[Ir]<-P2,"['P([C])', 'P([C])']"
uncond_bi-min10k-293,18,NCCNCC(Cl)Cl,"[0, 3]",ClC(Cl)CN1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-294,18,CC1=C(C)C(=O)C(=O)C=C1,"[5, 7]",Cc1ccc2c(c1C)=O->[Ir]<-O=2,"['O([C])', 'O([C])']"
uncond_bi-min10k-295,18,Brc1ccc(C2=NC=NC2)nc1,"[6, 10]",Brc1ccc2n(->[Ir]<-N3=C2CN=C3)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-296,18,Nc1cncc(C(=O)O)c1N,"[0, 10]",O=C(O)c1cncc2c1N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-297,18,S[C]C1NCC=CC1S,"[1, 8]",SC1=[Be]->[Ir]<-SC2C=CCNC12,"['C_carb([S])([C])', 'S([C])']"
uncond_bi-min10k-298,18,N=C(N)N1CCNC1=N,"[0, 8]",NC1=N->[Ir]<-N=C2NCCN12,"['N([C])', 'N([C])']"
uncond_bi-min10k-299,18,N=CC1(N)CNC(N)=N1,"[0, 3]",NC1=NC2(C=N->[Ir]<-N2)CN1,"['N([C])', 'N([C])']"
uncond_bi-min10k-300,18,NN=CC(=S)c1ccccn1,"[1, 10]",NN1->[Ir]<-n2ccccc2C(=S)C=1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-301,18,N=CC1(N)N=CC=CC1Cl,"[0, 3]",ClC1C=CC=NC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-302,18,CC(=O)CN=CCN,"[4, 7]",CC(=O)CN1->[Ir]<-NCC=1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-303,18,NC(C(=O)O)C([SeH])C[SeH],"[0, 8]",O=C(O)C1N->[Ir]<-[SeH]CC1[SeH],"['N([C])', 'Se([C])']"
uncond_bi-min10k-304,18,CN=C(O)c1ccccn1,"[1, 9]",CN1->[Ir]<-n2ccccc2C=1O,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-305,18,Nc1ccccc1N1[C]C1,"[1, 8]",[Be]1->[Ir]<-Nc2ccccc2N2CC=12,"['C_carb([C])([N])', 'N([C])']"
uncond_bi-min10k-306,18,CS(=O)c1cnccc1P,"[1, 9]",CS1(=O)->[Ir]<-Pc2ccncc21,"['P([C])', 'S([C])([O])([C])']"
uncond_bi-min10k-307,18,Cc1ccnc(C(=N)O)c1,"[4, 7]",Cc1ccn2->[Ir]<-N=C(O)c2c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-308,18,NC1=NC(=S)C(=S)N1CCO,"[4, 6]",Nc1nc2c(n1CCO)=S->[Ir]<-S=2,"['S([C])', 'S([C])']"
uncond_bi-min10k-309,18,N=C(N)C(=S)c1ccc(F)cn1,"[0, 11]",NC1=N->[Ir]<-n2cc(F)ccc2C1=S,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-310,18,N=CC1(N)N=CNC1N,"[0, 3]",NC1NC=NC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-311,18,CC1(C=N)CN=CC1=N,"[3, 8]",CC12C=N->[Ir]<-N=C1C=NC2,"['N([C])', 'N([C])']"
uncond_bi-min10k-312,18,c1cnc(-c2ccncn2)nc1,"[9, 10]",c1cnc2n(->[Ir]<-n3cnccc3-2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-313,18,Cc1conc1C(N)(S)S,"[4, 7]",Cc1con2->[Ir]<-NC(S)(S)c12,"['N([C])', 'N([O])([C])']"
uncond_bi-min10k-314,18,NC1CNCC1(S)S,"[0, 7]",SC12CNCC1N->[Ir]<-S2,"['N([C])', 'S([C])']"
uncond_bi-min10k-315,18,CC(C)(N)CP,"[3, 5]",CC1(C)CP->[Ir]<-N1,"['N([C])', 'P([C])']"
uncond_bi-min10k-316,18,NNC(=O)c1ccc(Cl)cc1,"[0, 3]",Clc1ccc(C2=O->[Ir]<-NN2)cc1,"['N([N])', 'O([C])']"
uncond_bi-min10k-317,18,CC(=S)NN=C(C)C,"[2, 4]",CC1=S->[Ir]<-N(=C(C)C)N1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-318,18,NC(NO)C(N)C(=O)O,"[2, 5]",NC1C(C(=O)O)N->[Ir]<-N1O,"['N([C])', 'N([O])([C])']"
uncond_bi-min10k-319,18,Cn1ccnc1C(N)O,"[4, 7]",Cn1ccn2->[Ir]<-NC(O)c12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-320,18,N=CC=Nc1ccccc1,"[0, 3]",C1=N->[Ir]<-N(c2ccccc2)=C1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-321,18,ON=Cc1nc2ccccc2s1,"[1, 4]",ON1->[Ir]<-n2c(sc3ccccc32)C=1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-322,19,CC(C)(C=N)C(=N)N,"[4, 6]",CC1(C)C=N->[Ir]<-N=C1N,"['N([C])', 'N([C])']"
uncond_bi-min10k-323,19,CC1=CN(C=O)C=NC1N,"[3, 5]",CC1=CN2(->[Ir]<-O=C2)C=NC1N,"['N([C])([C])([C])', 'O([C])']"
uncond_bi-min10k-324,19,CN(C)c1ccccn1,"[1, 8]",CN1(C)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-325,19,SCC(S)c1ccccn1,"[0, 9]",SC1CS->[Ir]<-n2ccccc21,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-326,19,Cc1cnn(NC=S)c1C,"[4, 7]",Cc1cnn2(->[Ir]<-S=CN2)c1C,"['N([N])([C])([N])', 'S([C])']"
uncond_bi-min10k-327,19,CN1CCNC1=NC[S-],"[6, 8]",CN1CCNC1=N1->[Ir]<-[S-]C1,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-328,19,Cc1cccc(C(S)S)n1,"[7, 9]",Cc1cccc2n1->[Ir]<-SC2S,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-329,19,C=C(C=N)C1=NCCC1,"[3, 5]",C=C1C=N->[Ir]<-N2=C1CCC2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-330,19,Cc1cccnc1C(S)S,"[5, 8]",Cc1cccn2->[Ir]<-SC(S)c12,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-331,19,CN=C1N=CSC1(C)C=N,"[1, 9]",CN1->[Ir]<-N=CC2(C)SC=NC=12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-332,19,N=CC1(NO)CC=CC=N1,"[0, 3]",ON1->[Ir]<-N=CC12CC=CC=N2,"['N([C])', 'N([O])([C])']"
uncond_bi-min10k-333,19,NC1CCNC1(N)O,"[0, 6]",OC12NCCC1N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-334,19,CC(=S)Nn1cc(C)cn1,"[2, 4]",CC1=S->[Ir]<-n2(cc(C)cn2)N1,"['N([C])([N])([N])', 'S([C])']"
uncond_bi-min10k-335,19,CN=C(C)CC(=N)N,"[1, 6]",CC1=N(C)->[Ir]<-N=C(N)C1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-336,19,NCC(=NCC(=O)O)SC=O,"[0, 3]",O=CSC1=N(CC(=O)O)->[Ir]<-NC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-337,19,NC(C=O)c1cncc(O)c1,"[0, 3]",Oc1cncc(C2C=O->[Ir]<-N2)c1,"['N([C])', 'O([C])']"
